2024-04-05 17:19:17,547 INFO    StreamThr :7728 [internal.py:wandb_internal():86] W&B internal server running at pid: 7728, started at: 2024-04-05 17:19:17.546439
2024-04-05 17:19:17,548 DEBUG   HandlerThread:7728 [handler.py:handle_request():146] handle_request: status
2024-04-05 17:19:17,556 INFO    WriterThread:7728 [datastore.py:open_for_write():87] open: C:\Users\Logan\OneDrive\Past Documents\GitHub\DualTraining.py\wandb\run-20240405_171917-lx32zp2n\run-lx32zp2n.wandb
2024-04-05 17:19:17,557 DEBUG   SenderThread:7728 [sender.py:send():379] send: header
2024-04-05 17:19:17,591 DEBUG   SenderThread:7728 [sender.py:send():379] send: run
2024-04-05 17:19:18,084 INFO    SenderThread:7728 [dir_watcher.py:__init__():211] watching files in: C:\Users\Logan\OneDrive\Past Documents\GitHub\DualTraining.py\wandb\run-20240405_171917-lx32zp2n\files
2024-04-05 17:19:18,084 INFO    SenderThread:7728 [sender.py:_start_run_threads():1124] run started: lx32zp2n with start time 1712351957.547441
2024-04-05 17:19:18,093 DEBUG   HandlerThread:7728 [handler.py:handle_request():146] handle_request: check_version
2024-04-05 17:19:18,093 DEBUG   SenderThread:7728 [sender.py:send_request():406] send_request: check_version
2024-04-05 17:19:18,466 DEBUG   HandlerThread:7728 [handler.py:handle_request():146] handle_request: run_start
2024-04-05 17:19:18,482 DEBUG   HandlerThread:7728 [system_info.py:__init__():26] System info init
2024-04-05 17:19:18,482 DEBUG   HandlerThread:7728 [system_info.py:__init__():41] System info init done
2024-04-05 17:19:18,482 INFO    HandlerThread:7728 [system_monitor.py:start():194] Starting system monitor
2024-04-05 17:19:18,482 INFO    SystemMonitor:7728 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-05 17:19:18,482 INFO    HandlerThread:7728 [system_monitor.py:probe():214] Collecting system info
2024-04-05 17:19:18,485 INFO    SystemMonitor:7728 [interfaces.py:start():190] Started cpu monitoring
2024-04-05 17:19:18,486 INFO    SystemMonitor:7728 [interfaces.py:start():190] Started disk monitoring
2024-04-05 17:19:18,486 INFO    SystemMonitor:7728 [interfaces.py:start():190] Started gpu monitoring
2024-04-05 17:19:18,491 INFO    SystemMonitor:7728 [interfaces.py:start():190] Started memory monitoring
2024-04-05 17:19:18,496 INFO    SystemMonitor:7728 [interfaces.py:start():190] Started network monitoring
2024-04-05 17:19:18,502 DEBUG   HandlerThread:7728 [system_info.py:probe():150] Probing system
2024-04-05 17:19:18,504 DEBUG   HandlerThread:7728 [system_info.py:_probe_git():135] Probing git
2024-04-05 17:19:18,568 DEBUG   HandlerThread:7728 [system_info.py:_probe_git():143] Probing git done
2024-04-05 17:19:18,568 DEBUG   HandlerThread:7728 [system_info.py:probe():198] Probing system done
2024-04-05 17:19:18,568 DEBUG   HandlerThread:7728 [system_monitor.py:probe():223] {'os': 'Windows-11-10.0.22631-SP0', 'python': '3.12.2', 'heartbeatAt': '2024-04-05T21:19:18.503323', 'startedAt': '2024-04-05T21:19:17.536355', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'C:\\Users\\Logan\\OneDrive\\Past Documents\\GitHub\\DualTraining.py\\YOLOV8Train.py', 'codePathLocal': 'YOLOV8Train.py', 'codePath': 'YOLOV8Train.py', 'git': {'remote': 'https://github.com/Logan-Cole-Luna/DualTraining.py.git', 'commit': 'bb68c3e164a6cdbd281d0c1bc3e641c581374610'}, 'email': 'LoganLambeth8@gmail.com', 'root': 'C:/Users/Logan/OneDrive/Past Documents/GitHub/DualTraining.py', 'host': 'DESKTOP-JA3B0L7', 'username': 'Logan', 'executable': 'C:\\Users\\Logan\\AppData\\Local\\Programs\\Python\\Python312\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3593.0, 'min': 0.0, 'max': 3593.0}, 'cpu_freq_per_core': [{'current': 3593.0, 'min': 0.0, 'max': 3593.0}], 'disk': {'/': {'total': 237.7163429260254, 'used': 224.89067459106445}}, 'gpu': 'NVIDIA GeForce RTX 3060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060', 'memory_total': 12884901888}], 'memory': {'total': 63.94805908203125}}
2024-04-05 17:19:18,568 INFO    HandlerThread:7728 [system_monitor.py:probe():224] Finished collecting system info
2024-04-05 17:19:18,568 INFO    HandlerThread:7728 [system_monitor.py:probe():227] Publishing system info
2024-04-05 17:19:18,569 INFO    HandlerThread:7728 [system_monitor.py:probe():229] Finished publishing system info
2024-04-05 17:19:18,573 DEBUG   SenderThread:7728 [sender.py:send():379] send: files
2024-04-05 17:19:18,573 INFO    SenderThread:7728 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-04-05 17:19:18,646 DEBUG   HandlerThread:7728 [handler.py:handle_request():146] handle_request: python_packages
2024-04-05 17:19:18,646 DEBUG   SenderThread:7728 [sender.py:send_request():406] send_request: python_packages
2024-04-05 17:19:18,646 DEBUG   HandlerThread:7728 [handler.py:handle_request():146] handle_request: stop_status
2024-04-05 17:19:18,647 DEBUG   SenderThread:7728 [sender.py:send_request():406] send_request: stop_status
2024-04-05 17:19:18,647 DEBUG   HandlerThread:7728 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-05 17:19:19,099 INFO    Thread-16 :7728 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Logan\OneDrive\Past Documents\GitHub\DualTraining.py\wandb\run-20240405_171917-lx32zp2n\files\requirements.txt
2024-04-05 17:19:19,099 INFO    Thread-16 :7728 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Logan\OneDrive\Past Documents\GitHub\DualTraining.py\wandb\run-20240405_171917-lx32zp2n\files\wandb-metadata.json
2024-04-05 17:19:19,105 DEBUG   SenderThread:7728 [sender.py:send():379] send: telemetry
2024-04-05 17:19:19,106 DEBUG   SenderThread:7728 [sender.py:send():379] send: exit
2024-04-05 17:19:19,106 INFO    SenderThread:7728 [sender.py:send_exit():586] handling exit code: 1
2024-04-05 17:19:19,107 INFO    SenderThread:7728 [sender.py:send_exit():588] handling runtime: 0
2024-04-05 17:19:19,107 INFO    SenderThread:7728 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-04-05 17:19:19,107 INFO    SenderThread:7728 [sender.py:send_exit():594] send defer
2024-04-05 17:19:19,108 DEBUG   HandlerThread:7728 [handler.py:handle_request():146] handle_request: defer
2024-04-05 17:19:19,108 INFO    HandlerThread:7728 [handler.py:handle_request_defer():172] handle defer: 0
2024-04-05 17:19:19,108 DEBUG   SenderThread:7728 [sender.py:send_request():406] send_request: defer
2024-04-05 17:19:19,108 INFO    SenderThread:7728 [sender.py:send_request_defer():610] handle sender defer: 0
2024-04-05 17:19:19,108 INFO    SenderThread:7728 [sender.py:transition_state():614] send defer: 1
2024-04-05 17:19:19,108 DEBUG   HandlerThread:7728 [handler.py:handle_request():146] handle_request: defer
2024-04-05 17:19:19,108 INFO    HandlerThread:7728 [handler.py:handle_request_defer():172] handle defer: 1
2024-04-05 17:19:19,108 DEBUG   SenderThread:7728 [sender.py:send_request():406] send_request: defer
2024-04-05 17:19:19,108 INFO    SenderThread:7728 [sender.py:send_request_defer():610] handle sender defer: 1
2024-04-05 17:19:19,108 INFO    SenderThread:7728 [sender.py:transition_state():614] send defer: 2
2024-04-05 17:19:19,108 DEBUG   HandlerThread:7728 [handler.py:handle_request():146] handle_request: defer
2024-04-05 17:19:19,108 INFO    HandlerThread:7728 [handler.py:handle_request_defer():172] handle defer: 2
2024-04-05 17:19:19,109 INFO    HandlerThread:7728 [system_monitor.py:finish():203] Stopping system monitor
2024-04-05 17:19:19,115 DEBUG   SystemMonitor:7728 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-04-05 17:19:19,115 INFO    HandlerThread:7728 [interfaces.py:finish():202] Joined cpu monitor
2024-04-05 17:19:19,115 DEBUG   SystemMonitor:7728 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-04-05 17:19:19,115 INFO    HandlerThread:7728 [interfaces.py:finish():202] Joined disk monitor
2024-04-05 17:19:19,115 DEBUG   SystemMonitor:7728 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-04-05 17:19:19,147 INFO    HandlerThread:7728 [interfaces.py:finish():202] Joined gpu monitor
2024-04-05 17:19:19,147 INFO    HandlerThread:7728 [interfaces.py:finish():202] Joined memory monitor
2024-04-05 17:19:19,147 INFO    HandlerThread:7728 [interfaces.py:finish():202] Joined network monitor
2024-04-05 17:19:19,148 DEBUG   SenderThread:7728 [sender.py:send_request():406] send_request: defer
2024-04-05 17:19:19,148 INFO    SenderThread:7728 [sender.py:send_request_defer():610] handle sender defer: 2
2024-04-05 17:19:19,148 INFO    SenderThread:7728 [sender.py:transition_state():614] send defer: 3
2024-04-05 17:19:19,148 DEBUG   SenderThread:7728 [sender.py:send():379] send: stats
2024-04-05 17:19:19,148 DEBUG   HandlerThread:7728 [handler.py:handle_request():146] handle_request: defer
2024-04-05 17:19:19,148 INFO    HandlerThread:7728 [handler.py:handle_request_defer():172] handle defer: 3
2024-04-05 17:19:19,148 DEBUG   SenderThread:7728 [sender.py:send_request():406] send_request: defer
2024-04-05 17:19:19,148 INFO    SenderThread:7728 [sender.py:send_request_defer():610] handle sender defer: 3
2024-04-05 17:19:19,148 INFO    SenderThread:7728 [sender.py:transition_state():614] send defer: 4
2024-04-05 17:19:19,148 DEBUG   HandlerThread:7728 [handler.py:handle_request():146] handle_request: defer
2024-04-05 17:19:19,148 INFO    HandlerThread:7728 [handler.py:handle_request_defer():172] handle defer: 4
2024-04-05 17:19:19,148 DEBUG   SenderThread:7728 [sender.py:send_request():406] send_request: defer
2024-04-05 17:19:19,148 INFO    SenderThread:7728 [sender.py:send_request_defer():610] handle sender defer: 4
2024-04-05 17:19:19,148 INFO    SenderThread:7728 [sender.py:transition_state():614] send defer: 5
2024-04-05 17:19:19,148 DEBUG   HandlerThread:7728 [handler.py:handle_request():146] handle_request: defer
2024-04-05 17:19:19,149 INFO    HandlerThread:7728 [handler.py:handle_request_defer():172] handle defer: 5
2024-04-05 17:19:19,149 DEBUG   SenderThread:7728 [sender.py:send():379] send: summary
2024-04-05 17:19:19,149 INFO    SenderThread:7728 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-04-05 17:19:19,149 DEBUG   SenderThread:7728 [sender.py:send_request():406] send_request: defer
2024-04-05 17:19:19,149 INFO    SenderThread:7728 [sender.py:send_request_defer():610] handle sender defer: 5
2024-04-05 17:19:19,149 INFO    SenderThread:7728 [sender.py:transition_state():614] send defer: 6
2024-04-05 17:19:19,150 DEBUG   HandlerThread:7728 [handler.py:handle_request():146] handle_request: defer
2024-04-05 17:19:19,150 INFO    HandlerThread:7728 [handler.py:handle_request_defer():172] handle defer: 6
2024-04-05 17:19:19,150 DEBUG   SenderThread:7728 [sender.py:send_request():406] send_request: defer
2024-04-05 17:19:19,150 INFO    SenderThread:7728 [sender.py:send_request_defer():610] handle sender defer: 6
2024-04-05 17:19:19,152 DEBUG   HandlerThread:7728 [handler.py:handle_request():146] handle_request: status_report
2024-04-05 17:19:19,226 INFO    SenderThread:7728 [sender.py:transition_state():614] send defer: 7
2024-04-05 17:19:19,226 DEBUG   HandlerThread:7728 [handler.py:handle_request():146] handle_request: defer
2024-04-05 17:19:19,226 INFO    HandlerThread:7728 [handler.py:handle_request_defer():172] handle defer: 7
2024-04-05 17:19:19,226 DEBUG   SenderThread:7728 [sender.py:send_request():406] send_request: defer
2024-04-05 17:19:19,226 INFO    SenderThread:7728 [sender.py:send_request_defer():610] handle sender defer: 7
2024-04-05 17:19:19,272 INFO    wandb-upload_0:7728 [upload_job.py:push():131] Uploaded file C:\Users\Logan\AppData\Local\Temp\tmpj7sj1az4wandb\j26qb1sc-wandb-metadata.json
2024-04-05 17:19:19,657 DEBUG   HandlerThread:7728 [handler.py:handle_request():146] handle_request: poll_exit
2024-04-05 17:19:20,108 INFO    Thread-16 :7728 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Logan\OneDrive\Past Documents\GitHub\DualTraining.py\wandb\run-20240405_171917-lx32zp2n\files\config.yaml
2024-04-05 17:19:20,108 INFO    Thread-16 :7728 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Logan\OneDrive\Past Documents\GitHub\DualTraining.py\wandb\run-20240405_171917-lx32zp2n\files\wandb-summary.json
2024-04-05 17:19:20,108 INFO    Thread-16 :7728 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Logan\OneDrive\Past Documents\GitHub\DualTraining.py\wandb\run-20240405_171917-lx32zp2n\files\output.log
2024-04-05 17:19:21,108 INFO    SenderThread:7728 [sender.py:transition_state():614] send defer: 8
2024-04-05 17:19:21,108 DEBUG   SenderThread:7728 [sender.py:send_request():406] send_request: poll_exit
2024-04-05 17:19:21,108 DEBUG   HandlerThread:7728 [handler.py:handle_request():146] handle_request: defer
2024-04-05 17:19:21,108 INFO    HandlerThread:7728 [handler.py:handle_request_defer():172] handle defer: 8
2024-04-05 17:19:21,109 DEBUG   SenderThread:7728 [sender.py:send_request():406] send_request: defer
2024-04-05 17:19:21,109 INFO    SenderThread:7728 [sender.py:send_request_defer():610] handle sender defer: 8
2024-04-05 17:19:21,109 INFO    SenderThread:7728 [job_builder.py:build():318] Attempting to build job artifact
2024-04-05 17:19:21,110 INFO    SenderThread:7728 [job_builder.py:_get_source_type():455] is repo sourced job
2024-04-05 17:19:21,117 INFO    Thread-16 :7728 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Logan\OneDrive\Past Documents\GitHub\DualTraining.py\wandb\run-20240405_171917-lx32zp2n\files\output.log
2024-04-05 17:19:21,376 INFO    SenderThread:7728 [job_builder.py:build():431] adding wandb-job metadata file
2024-04-05 17:19:21,385 INFO    SenderThread:7728 [sender.py:transition_state():614] send defer: 9
2024-04-05 17:19:21,385 DEBUG   HandlerThread:7728 [handler.py:handle_request():146] handle_request: defer
2024-04-05 17:19:21,385 DEBUG   SenderThread:7728 [sender.py:send():379] send: artifact
2024-04-05 17:19:21,385 INFO    HandlerThread:7728 [handler.py:handle_request_defer():172] handle defer: 9
2024-04-05 17:19:21,677 DEBUG   HandlerThread:7728 [handler.py:handle_request():146] handle_request: poll_exit
2024-04-05 17:19:21,999 INFO    wandb-upload_1:7728 [upload_job.py:push():86] Skipped uploading C:\Users\Logan\AppData\Local\Temp\tmpp6dn6_60\wandb-job.json
2024-04-05 17:19:22,208 INFO    wandb-upload_0:7728 [upload_job.py:push():89] Uploaded file C:\Users\Logan\AppData\Local\wandb\wandb\artifacts\staging\tmpbfbnv72o
2024-04-05 17:19:22,946 INFO    SenderThread:7728 [sender.py:send_artifact():1468] sent artifact job-https___github.com_Logan-Cole-Luna_DualTraining.py.git_YOLOV8Train.py - {'id': 'QXJ0aWZhY3Q6Nzg0Nzg3NzYz', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE1NzQyMTQ0Mw==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6Nzg0NzcwMzYw', 'versionIndex': 2}}}
2024-04-05 17:19:22,946 DEBUG   SenderThread:7728 [sender.py:send_request():406] send_request: defer
2024-04-05 17:19:22,947 INFO    SenderThread:7728 [sender.py:send_request_defer():610] handle sender defer: 9
2024-04-05 17:19:22,947 INFO    SenderThread:7728 [dir_watcher.py:finish():358] shutting down directory watcher
2024-04-05 17:19:23,139 INFO    SenderThread:7728 [dir_watcher.py:finish():388] scan: C:\Users\Logan\OneDrive\Past Documents\GitHub\DualTraining.py\wandb\run-20240405_171917-lx32zp2n\files
2024-04-05 17:19:23,139 INFO    SenderThread:7728 [dir_watcher.py:finish():402] scan save: C:\Users\Logan\OneDrive\Past Documents\GitHub\DualTraining.py\wandb\run-20240405_171917-lx32zp2n\files\config.yaml config.yaml
2024-04-05 17:19:23,139 INFO    SenderThread:7728 [dir_watcher.py:finish():402] scan save: C:\Users\Logan\OneDrive\Past Documents\GitHub\DualTraining.py\wandb\run-20240405_171917-lx32zp2n\files\output.log output.log
