2024-04-05 17:09:02,993 INFO    StreamThr :12676 [internal.py:wandb_internal():86] W&B internal server running at pid: 12676, started at: 2024-04-05 17:09:02.992263
2024-04-05 17:09:02,994 DEBUG   HandlerThread:12676 [handler.py:handle_request():146] handle_request: status
2024-04-05 17:09:03,002 INFO    WriterThread:12676 [datastore.py:open_for_write():87] open: C:\Users\Logan\OneDrive\Past Documents\GitHub\DualTraining.py\wandb\run-20240405_170902-xx5u4ako\run-xx5u4ako.wandb
2024-04-05 17:09:03,002 DEBUG   SenderThread:12676 [sender.py:send():379] send: header
2024-04-05 17:09:03,037 DEBUG   SenderThread:12676 [sender.py:send():379] send: run
2024-04-05 17:09:03,554 INFO    SenderThread:12676 [dir_watcher.py:__init__():211] watching files in: C:\Users\Logan\OneDrive\Past Documents\GitHub\DualTraining.py\wandb\run-20240405_170902-xx5u4ako\files
2024-04-05 17:09:03,554 INFO    SenderThread:12676 [sender.py:_start_run_threads():1124] run started: xx5u4ako with start time 1712351342.994264
2024-04-05 17:09:03,562 DEBUG   HandlerThread:12676 [handler.py:handle_request():146] handle_request: check_version
2024-04-05 17:09:03,562 DEBUG   SenderThread:12676 [sender.py:send_request():406] send_request: check_version
2024-04-05 17:09:03,940 DEBUG   HandlerThread:12676 [handler.py:handle_request():146] handle_request: run_start
2024-04-05 17:09:03,956 DEBUG   HandlerThread:12676 [system_info.py:__init__():26] System info init
2024-04-05 17:09:03,956 DEBUG   HandlerThread:12676 [system_info.py:__init__():41] System info init done
2024-04-05 17:09:03,956 INFO    HandlerThread:12676 [system_monitor.py:start():194] Starting system monitor
2024-04-05 17:09:03,956 INFO    SystemMonitor:12676 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-05 17:09:03,956 INFO    HandlerThread:12676 [system_monitor.py:probe():214] Collecting system info
2024-04-05 17:09:03,960 INFO    SystemMonitor:12676 [interfaces.py:start():190] Started cpu monitoring
2024-04-05 17:09:03,960 INFO    SystemMonitor:12676 [interfaces.py:start():190] Started disk monitoring
2024-04-05 17:09:03,960 INFO    SystemMonitor:12676 [interfaces.py:start():190] Started gpu monitoring
2024-04-05 17:09:03,967 INFO    SystemMonitor:12676 [interfaces.py:start():190] Started memory monitoring
2024-04-05 17:09:03,972 INFO    SystemMonitor:12676 [interfaces.py:start():190] Started network monitoring
2024-04-05 17:09:03,983 DEBUG   HandlerThread:12676 [system_info.py:probe():150] Probing system
2024-04-05 17:09:03,984 DEBUG   HandlerThread:12676 [system_info.py:_probe_git():135] Probing git
2024-04-05 17:09:04,046 DEBUG   HandlerThread:12676 [system_info.py:_probe_git():143] Probing git done
2024-04-05 17:09:04,046 DEBUG   HandlerThread:12676 [system_info.py:probe():198] Probing system done
2024-04-05 17:09:04,046 DEBUG   HandlerThread:12676 [system_monitor.py:probe():223] {'os': 'Windows-11-10.0.22631-SP0', 'python': '3.12.2', 'heartbeatAt': '2024-04-05T21:09:03.984902', 'startedAt': '2024-04-05T21:09:02.984262', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'C:\\Users\\Logan\\OneDrive\\Past Documents\\GitHub\\DualTraining.py\\YOLOV8Train.py', 'codePathLocal': 'YOLOV8Train.py', 'codePath': 'YOLOV8Train.py', 'git': {'remote': 'https://github.com/Logan-Cole-Luna/DualTraining.py.git', 'commit': 'bb68c3e164a6cdbd281d0c1bc3e641c581374610'}, 'email': 'LoganLambeth8@gmail.com', 'root': 'C:/Users/Logan/OneDrive/Past Documents/GitHub/DualTraining.py', 'host': 'DESKTOP-JA3B0L7', 'username': 'Logan', 'executable': 'C:\\Users\\Logan\\AppData\\Local\\Programs\\Python\\Python312\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3593.0, 'min': 0.0, 'max': 3593.0}, 'cpu_freq_per_core': [{'current': 3593.0, 'min': 0.0, 'max': 3593.0}], 'disk': {'/': {'total': 237.7163429260254, 'used': 224.83371353149414}}, 'gpu': 'NVIDIA GeForce RTX 3060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060', 'memory_total': 12884901888}], 'memory': {'total': 63.94805908203125}}
2024-04-05 17:09:04,046 INFO    HandlerThread:12676 [system_monitor.py:probe():224] Finished collecting system info
2024-04-05 17:09:04,046 INFO    HandlerThread:12676 [system_monitor.py:probe():227] Publishing system info
2024-04-05 17:09:04,047 INFO    HandlerThread:12676 [system_monitor.py:probe():229] Finished publishing system info
2024-04-05 17:09:04,050 DEBUG   SenderThread:12676 [sender.py:send():379] send: files
2024-04-05 17:09:04,050 INFO    SenderThread:12676 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-04-05 17:09:04,123 DEBUG   HandlerThread:12676 [handler.py:handle_request():146] handle_request: python_packages
2024-04-05 17:09:04,123 DEBUG   SenderThread:12676 [sender.py:send_request():406] send_request: python_packages
2024-04-05 17:09:04,123 DEBUG   HandlerThread:12676 [handler.py:handle_request():146] handle_request: stop_status
2024-04-05 17:09:04,124 DEBUG   SenderThread:12676 [sender.py:send_request():406] send_request: stop_status
2024-04-05 17:09:04,124 DEBUG   HandlerThread:12676 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-05 17:09:04,560 INFO    Thread-16 :12676 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Logan\OneDrive\Past Documents\GitHub\DualTraining.py\wandb\run-20240405_170902-xx5u4ako\files\wandb-metadata.json
2024-04-05 17:09:04,560 INFO    Thread-16 :12676 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Logan\OneDrive\Past Documents\GitHub\DualTraining.py\wandb\run-20240405_170902-xx5u4ako\files\requirements.txt
2024-04-05 17:09:04,746 DEBUG   SenderThread:12676 [sender.py:send():379] send: telemetry
