2024-04-05 17:10:47,308 INFO    StreamThr :11144 [internal.py:wandb_internal():86] W&B internal server running at pid: 11144, started at: 2024-04-05 17:10:47.308578
2024-04-05 17:10:47,309 DEBUG   HandlerThread:11144 [handler.py:handle_request():146] handle_request: status
2024-04-05 17:10:47,318 INFO    WriterThread:11144 [datastore.py:open_for_write():87] open: C:\Users\Logan\OneDrive\Past Documents\GitHub\DualTraining.py\wandb\run-20240405_171047-toenwh3w\run-toenwh3w.wandb
2024-04-05 17:10:47,318 DEBUG   SenderThread:11144 [sender.py:send():379] send: header
2024-04-05 17:10:47,352 DEBUG   SenderThread:11144 [sender.py:send():379] send: run
2024-04-05 17:10:47,853 INFO    SenderThread:11144 [dir_watcher.py:__init__():211] watching files in: C:\Users\Logan\OneDrive\Past Documents\GitHub\DualTraining.py\wandb\run-20240405_171047-toenwh3w\files
2024-04-05 17:10:47,853 INFO    SenderThread:11144 [sender.py:_start_run_threads():1124] run started: toenwh3w with start time 1712351447.309578
2024-04-05 17:10:47,861 DEBUG   HandlerThread:11144 [handler.py:handle_request():146] handle_request: check_version
2024-04-05 17:10:47,861 DEBUG   SenderThread:11144 [sender.py:send_request():406] send_request: check_version
2024-04-05 17:10:48,273 DEBUG   HandlerThread:11144 [handler.py:handle_request():146] handle_request: run_start
2024-04-05 17:10:48,290 DEBUG   HandlerThread:11144 [system_info.py:__init__():26] System info init
2024-04-05 17:10:48,290 DEBUG   HandlerThread:11144 [system_info.py:__init__():41] System info init done
2024-04-05 17:10:48,290 INFO    HandlerThread:11144 [system_monitor.py:start():194] Starting system monitor
2024-04-05 17:10:48,290 INFO    SystemMonitor:11144 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-05 17:10:48,290 INFO    HandlerThread:11144 [system_monitor.py:probe():214] Collecting system info
2024-04-05 17:10:48,296 INFO    SystemMonitor:11144 [interfaces.py:start():190] Started cpu monitoring
2024-04-05 17:10:48,296 INFO    SystemMonitor:11144 [interfaces.py:start():190] Started disk monitoring
2024-04-05 17:10:48,297 INFO    SystemMonitor:11144 [interfaces.py:start():190] Started gpu monitoring
2024-04-05 17:10:48,306 INFO    SystemMonitor:11144 [interfaces.py:start():190] Started memory monitoring
2024-04-05 17:10:48,312 INFO    SystemMonitor:11144 [interfaces.py:start():190] Started network monitoring
2024-04-05 17:10:48,316 DEBUG   HandlerThread:11144 [system_info.py:probe():150] Probing system
2024-04-05 17:10:48,318 DEBUG   HandlerThread:11144 [system_info.py:_probe_git():135] Probing git
2024-04-05 17:10:48,382 DEBUG   HandlerThread:11144 [system_info.py:_probe_git():143] Probing git done
2024-04-05 17:10:48,382 DEBUG   HandlerThread:11144 [system_info.py:probe():198] Probing system done
